response,sample_1,trial_type,sample_2,orig_author,workerid,sample_3,prompt,Answer.time_in_minutes
"Hey, I hate to ask but I need some help, ASAP. You know how you are my favorite aunt? Well I need some monetary help. My healthcare expenses have been much higher than I expected them too, so now I am a little short on my rent. I would never do this, but I need some help. I haven't been able to work as much lately due to healthy issues, so my savings are really low. It's beyond my control and I am very sorry, but I do really need some help. So if you could please wire me some money, or mail a check very soon, I would be very, very appreciative. I hate to ask but I am really in a tough place, and you have always been there. I have also always tried to be there for you, and I hope to repay you when I am back on my feet a little bit. Thank, you so much.","Dear Mr Boss, I just wanted to let you know I am on my way to the meeting as we speak. I had to be in an emergency room helping out a neighbor get treatment. Apparently my neighbor has some kind of rare disease that gives him seizures, and apparently he was on some kind of medication for it. But it seems something he ate different or some other medication caused him to pass out. His daughter, who is 9 years old, came to my door crying uncontrollably. She was shaking all over because she's the only one at home and she had no idea what to do. And she always trusted me since she came over for the pool party last year when my daughter had it. It's a nice family but the mother has left and it's just the dad and the daughter. I rushed to her house and found the dad passed out on the kitchen floor next to a half made PB&J sandwich. I called 911 and the EMTs came and took him to the ER. But I  couldn't just leave the 9 year child at home by herself after all this. So I drove her to the ER behind the ambulance, and waited for the doctor to treat her dad. He's ok now, and they're back home. And I'm rushing to the meeting as we speak. I'll see you all soon. My sincere apologies.",single_trial,"Dear all. It appears someone somewhere has bad arithmetic in our department. The last earnings report had a very serious error that affected the budget for our department and it needs to be fixed NOW. It should've been fixed the day before yesterday according to the Vice president. So it will be fixed, and it will be fixed today. And meanwhile, the meeting scheduled for the later this evening has been postponed until further notified. This error has caused a lot losses, and I have been given explicit instruction from the VP to identify the source of the error, and deal with it myself personally. if I don't, I have been informed that he will fire the individual, and then demote me.  As you can all see, this is a serious problem for our department, and we should plan for the worst, ie., termination of the employment of the individual(s) responsible, and perhaps even those who might have been aware of the negligence. Further instructions will follow.",7,10,"Hey Mom, EMERGENCY!!!!! You know you've been hacked? Your email was opened on your laptop, so I peeked. I know I shouldn't have, but I was concerned. I would've just closed the email window, but the email you had opened was a phishing email. I have no idea if you actually went into your retirement account using that link. Did you? This is urgent. These keylogging sites can do a lot of damage. I need to know what other sites you have visited, and which accounts you have accessed. I can get it from the history, but I wanted to get your permission before I do this. So write me back ASAP. And the retirement account's email and and the password will both need to be changed ASAP. And the other accounts that might have been compromised also. Write me back immediately with your passwords or call me. IMMEDIATELY!!!!","You need to ask a relatively wealthy relative (it could be any relative) for some money. Formulate a story/message that is asking that relative what you need the money for, when you need it, why you need it, and how they should give it to you. ",37.7543
"Hello team, I'm sorry to have to cause you to delay your schedules but the meeting tomorrow has been pushed back two hours, so the work day is gonna be a bit off, and some of you may have to stay a bit late. But I also have bosses, and sometimes they ask me to do things that interfere with both my life and yours. I hate to have to inconvenience you but sometimes things like this happen. I have to be in a meeting that conflicts with the scheduled time and I cannot get out of it. I was informed of this yesterday,  and tried to get out of it today, but I haven't been been able to so, unfortunately, we are all in the same boat. I am very sorry for wasting your time, and for not being made aware of this sooner. Thank you, I appreciate your understanding.","Hey Aunt Esme.  I'm sorry to do this via email, but I haven't been able to reach your phone, and I know your business email gets checked hourly.  I hate to ask ANYONE for money, but especially you after everything you've done for our family.  But, Dad fell down and hurt himself pretty bad at work, the insurance won't cover the surgery needed to fix his back.  It's an emergency situation, and they said that they need to do it immediately to prevent permanent damage to him. I have already raised a good portion of the money from my own bank account, and friends, but we're still short $3,000.  The doctor will not start the surgery without it.  If at all possible, you have my venmo, please Aunt Esme!  I'll do everything in my power to pay it back to you as soon as possible, but this is about my dad's future.  I need your help.Love,Your Nephew.",single_trial,"Honored executives, I don't know how best to start.  I have always been told that making an apology and then saying ""but"" negates the entire apology.  But I'm going to need to do it anyway, as desperate as the situation is.  I am terribly sorry that your time has been wasted waiting for me to show up, but I assure you, I did everything in my power to arrive on time.  There was a massive holdup about 5 miles away.  It didn't happen until I was already on the highway, already committed with no easy way to turn around.  It looked like a pretty big pileup happened, I didn't have time to stop and watch because I was rushing to get here as soon as possible.  I should still have left with enough time to get here, and I normally do, but I got held up at home helping my kids get ready for school.  I am so terribly sorry, and this is on my head, but I hope you can at least understand the circumstances and see it in your heart to let me keep my job here.",6,10,"Hey Mom, you know how you always ask me what are some hot buys on Amazon?  Well, I was going to add a bunch of stuff to your cart so you could see, but unfortunately, I don't have your login info.  I know you hate getting links in the email, so I think this is probably the best way for me to do it.  If you give me your login, Ill fix up your account, put your new address in there, and take care of the account I set up for you to get it all running smoothly.  It shouldn't take long, and if you really want, can change the password right after I finish.  Can you let me know what it is so I can get your wishlist set up, as well as your address and phone number and such?  It's very important to have everything going so the Christmas shopping you're about to do doesn't get too impacted.",You are a supervisor and you have to push back an important meeting with your supervisees. What happened and how do you tell them?,37.7543
"extremely sorry for late sir, my car stuck in traffic sir so i could not reach our meeting correct time. Due to a prior commitment that I am unable to change, I will not be able to attend the meeting. Due to personal reasons, I will not be able to attend the meeting. Due to having to finish a report (or something else which sounds important and has to be done) on that day, I will not be able to attend the meeting.Due to [reason], I'm running [minutes] late this morning. I hope to get into the office by [time]. I apologize for the inconvenience. Just so you're aware, I have [what's on your schedule] and still plan to get [projects that are due today] to you by [deadline for today]. It's not quirky. And it certainly doesn't mean you just “like to stop and smell the roses.” Let's call it what it is: if you're routinely late, you are rude and inconsiderate. And, for some reason, you place a higher premium on your time than anyone else's.","Hi mom, sorry I missed dinner the other night. As you know we live in Southern California and people tend to panic when a little bit of precipitation happens. I was going to the grocery store to pick up a bottle of wine when people started panicking at the sight of a puddle on the road and swerving to avoid it. My windshield wipers were stuck and I was trying to fix them when I noticed the bottleneck and hit the brakes, but the water on the ground meant that the tires were not able to fully stop in time to avoid needing to swerve off the road. I was extremely lucky in that there were no trees or people near me, and I left with a few bumps and bruises but if there was anything in the road it could have been a far different story!",single_trial,"Hi Aunt Kathy! I know it has been awhile, but I have been busy trying to get ahead with work and school. It is extremely busy, and I have been having difficulties with my financial aid because of my dad. It is unfortunate because the way the financial aid works, it appears that my family income is substantially higher even though they are divorced and he does not support me. Because of that, I have hit a short term cash crunch as I seek a private loan to bridge the gap on tuition for the upcoming semester. I need half of the tuition in 2 weeks in order to not be dropped from my classes for the term, and I am not sure where else to turn. Would you be able to give me a loan for the outstanding balance and I will repay you back monthly over the next 2 years as I am able to get the money saved? Thank you!",1,11,"Hi all, my deepest apologies for the late notice but it has come to my attention that I will need to push back our team meeting this afternoon. I understand that the way I framed the meeting represented the importance to both myself and the company, and rest assured it is still imperative that we have a team discussion to walk through the topics in the agenda. That said, there is unfortunately an unforeseen emergency that requires my attention prior to me being able to attend the meeting with the team. I hope to be able to reschedule the meeting in the next day or two, however it is pending my ability to remedy the issue at hand. Thank you for your patience and continued hard work as I work through this issue.",You are extremely late for an important meeting with top-level executives in the company that you work for. Create a story for why you were late that will convince them not to fire you. ,13.959616666666667
"mom i need urgent money for my friend. so please tell us your account password. Can you help me with something on my iPad, sweetheart? Few words strike fear into the adult child’s heart like a mother’s request for assistance of a menial computer task. Whether it’s email, text or (like this amazing Amy Schumer sketch) simply turning the damn thing on, the request is never quite what it seems. It’s a trap. A bait and switch if you will. Because no matter the simplicity of the issue I find my self in the same helpless position within seconds.

Mom, what’s your password?

Her face, as flabbergast as if you’d requested a detailed recap of 2010’s Inception, she shrugs and offers a cornucopia of combinations of you and your sister’s childhood nicknames and birthdays. AddyFace1981? Maybe try PooPoo128. You pause and wonder how this sweet woman can’t remember how to get in to her computer, but is adept at posting corky quotes daily on Facebook like, “Wine not?”","Hey man. I don't even know where I'm going to start. I've always been an idiot. You know that. I've always been pretty reckless you know that too. And you know how careless I am. Better than anyone. Even better than me. Which is WHY i love you, man. What kind of insurance do you have one this car anyway? What happens if it's totaled? Now don't be upset. No need for panick. Because you HAVE insurance, right? This was not even my fault. I was jack-knifed by this crazy dude who ran the red light. But it appears he didn't insurance, so either your insurance pays for it, or I pay for it. and... I don't have money. I'm unemployed man, why did you think I had to borrow your car? Now I now you wish I was dead. I understand. I'll make it up to you. Once I find a job, and get settled, I will buy you the same make and model. I swear. Meanwhile, you might have to file the report saying the car is totaled. Not sure how this is going to go down. But really I can't say how sorry I am.",single_trial,"Hey mom. I know you heard. Yes, I got into an accident. And yes, it damn near killed me. Totaled the car. Let me explain so you don't worry. I am a O.K. OK? So yesterday, I was pulling out of the school entrance in the back near the sign. You know what I'm talking about? Anyway i didn't really pay attention to who was coming down the hill from the left. And apparently this drunken jerk was fleeing from something or someone. Just as I was pulling out the entrance, this guy came out of nowhere doing probably 80 miles an hour on the downhill, and plowed right into the left back seat towards the tire. That sent me rolling down the hill for, I don't know, maybe like 30 ft or so? I had my seat belt on, otherwise, I would probably be dead by now. But all in all, I'm OK. I just got out of the ER. And NO need to drive 500 miles or fly here, mom. I'm OK. Doctors said so. Don't worry, and I'll see next month for Thanskgiving. And yes, I am coming.",7,11,"Dear Mr Boss, I just wanted to let you know I am on my way to the meeting as we speak. I had to be in an emergency room helping out a neighbor get treatment. Apparently my neighbor has some kind of rare disease that gives him seizures, and apparently he was on some kind of medication for it. But it seems something he ate different or some other medication caused him to pass out. His daughter, who is 9 years old, came to my door crying uncontrollably. She was shaking all over because she's the only one at home and she had no idea what to do. And she always trusted me since she came over for the pool party last year when my daughter had it. It's a nice family but the mother has left and it's just the dad and the daughter. I rushed to her house and found the dad passed out on the kitchen floor next to a half made PB&J sandwich. I called 911 and the EMTs came and took him to the ER. But I  couldn't just leave the 9 year child at home by herself after all this. So I drove her to the ER behind the ambulance, and waited for the doctor to treat her dad. He's ok now, and they're back home. And I'm rushing to the meeting as we speak. I'll see you all soon. My sincere apologies.",You need your mom's password to access an important account that you have under her name. What is your plan to convince her to give you her password?,13.959616666666667
"Several studies by sociologists have looked at whether the effect of money on happiness results largely from the things money can buy (the so called absolute income effect) or from comparing one's income to the income of others (relative income effect) and concluded the latter is most important, even though economists ...rst, decide if you can afford to give help. ...
Consider saying ""No""—firmly. ...
Look for nonmonetary alternatives. ...
Put all loans and gifts in writing. ...
Consider what might be expected in return. ...
Learn from mistakes.The definition of a beggar is a person who asks people for money or gifts to sustain himself, or is a person who is extremely poor. An example of a beggar is someone who stands on the street corner with a sign asking for money.","Dear colleagues, In regards to the meeting originally scheduled for tomorrow at noon, I'm afraid we'll have to postpone it until early next week. The blueprints from the architects that were supposed to be ready by tomorrow are delayed. Without that crucial piece of information, we don't have a meeting. Plainly put: we can't discuss the renovation of our office without the blueprints detailing the renovation. In the meantime, take this as an opportunity to get some additional work done for the meeting. I'd like you to come up with 5 to 10 comments or suggestions for your own departments and detail an explanation for why you've come up with such. If you have any questions on this, let me know. Otherwise, I'll get back with you on an updated meeting time.Best, Supervisor",single_trial,"Hi Mom, How are you, Mom? All nice and warm in the Florida sun? I am starting to regret the decision to move up North - I had an accident the other day that almost killed me! I was driving to work when a student pedestrian darted across the road. (You know how they cross anywhere that isn't a crosswalk.) I swerved to dodge them and ended up hitting a patch of black ice! The car spun into the median and my side of the car slammed into the concrete. At least - that's what the doctors told me once I woke up from the coma. (Did you notice you didn't hear from me in a few days?) I'm glad the student wasn't hurt, but geesh, it's going to take me a long time to be back to normal. Why can't they just use the crosswalk like they are supposed to?Sorefully yours, Daughter",8,11,"This tablet is being sold AS-IS for PARTS or REPAIR. The screen is shattered but it's still functional. All of the apps and features can still be accessed. I'm the only owner and I bought it new only a year ago. It's not on a contract and is pretty simple to use. The charging port works and I will include a clean case and original charger. BUT it will take about $300 to fully fix the screen. (That's the quote given by Local Repair Shop.) My loss is your gain! The tablet itself can be yours for only $50. So if you pay for the repair, that's $350 total - when the tablet NEW runs for $1200, that's a pretty good deal. No refunds, no returns, you are buying as-is. I will bring the device charged so that you can try it before you buy.","You need to ask a relatively wealthy relative (it could be any relative) for some money. Formulate a story/message that is asking that relative what you need the money for, when you need it, why you need it, and how they should give it to you. ",13.959616666666667
"If you drive your car and cause an accident, your car insurance will pay for the damages you cause, as defined in your policy. If your friend drives and crashes your car, you may assume that he -- and his car insurance -- will pay for damages. In fact, you are on the hook. Who Is Liable If Someone Else Wrecks My Car? ... If someone else is driving your car and another person causes the accident, the at-fault driver's insurance is usually responsible for covering costs. On the other hand, if the driver of your car is at fault, your car insurance will usually cover damages.If your friend crashes your car and you can't or don't want to claim on your insurance, you may be able to sue them for the cost of fixing the damage to your vehicle or for its pre-accident value if it's a write-off. If you are considering suing someone, it is best to seek legal advice beforehand.","To whomever it may concern,I'm selling my Samsung Galaxy S10+, which is in ""like new"" condition but with just a couple light scratches on the exterior. The actual phone works like new and is in excellent condition. If you are interested in buying the phone, please e-mail me. I take payment through Paypal or Venmo and will ship the phone as soon as the payment goes through. As I said, any damage on the phone is superficial only and it works great. Why pay $650 for a brand new phone when you could just buy mine for a lot less? I'm selling the phone for $400 or best offer, but if you want it, I would hurry because this is going to go quick! My phone number and e-mail are at the bottom of this e-mail and I'll be home all day today, so it's first come first serve!Thanks, happy buying!",single_trial,"Hi mom,I'm emailing you from my college dorm right now, and I was just informed that my school tuition loan is on stand-by for right now. I inquired about it and it turns out that all I need is to give them my proof of income, which is in that savings account you made for me. Now, I just need to log in so I can show the financial administrator my bank statements. That is all I need now for my school loans to be approved. If you could just e-mail or text me, both the username and password on the savings account, that would be all I'd need. It is important that I get that information as soon as possible, so that I'll get my school loan as quick as possible. I missed the e-mail about my loan being on stand-by earlier last month, so it's very important that you send that info to me as soon as you see this! Thanks, mom. Love you!",0,11,"Hi mom,Please don't worry about me. I know you haven't heard from me since yesterday and I'm going to explain to you why. Please just don't freak out about this! I'm writing you an e-mail because my voice is too shaky from the pain and stress I've been through today. Earlier today, on the way to work this morning, while on the freeway I slid into the median, where my car got out of control, and crashed into a tree. The roads were very slippery from the snow and hadn't been salted yet since it was so early in the morning, around 4am. Before you worry, I am okay and as far as we know, I don't have any brain damage, but I did have a broken leg from the accident. The doctors have said that I'm likely to make a full recovery, which is great news, because I almost died from the crash and they said I should be very thankful that more damage hasn't been done. I will call you later when I'm ready to talk. Love you, mom!",You borrowed your friend's favorite expensive car and you crashed it. It is now completely broken. How do you explain what happened? What do you do?,13.959616666666667
"According to an article in Forbes, the insurance industry states that the average person will experience an auto collision once every 18 years roughly. This means that most people will experience multiple accidents in their lifetime– even if they are minor.t your friend know you understand that something terrible has happened. ...
Give your friend space to talk about the accident, but don't force her into it. ...
Let her know that you are there if there's anything they need.All car accidents cause a certain amount of emotional trauma. Even a minor bump in a parking lot can leave a driver feeling shaken for several days or weeks. A serious accident may cause psychological trauma even years later. It is important to acknowledge that your friend has legitimate feelings that she (or he) will need to deal with over time. Here are some suggestions for what to say, and not to say:

Let your friend know you understand that something terrible has happened. A simple “That’s awful,” or “Man, that sucks” can mean a lot to someone after an accident.
Give your friend space to talk about the accident, but don’t force her into it. Follow her lead and talk about whatever she seems to want to talk about.
Let her know that you are there if there’s anything they need.","Mom,I need the password to the paypal account. I have some bills coming up and I could use to pull some money out of it. I lost the password somewhere, you know me. I am sorry to bother you. Honestly I was also hoping to pull the money out and be able to replace it before you knew. I have looked everywhere for the password though and I just can't find it or remember it. The bill is due tommorrow and If I don't put it through soon it wont go through in time. I really need to take it from the paypal so I can have it move quickly. If you can get back to me as soon as possible. I know I promised I would stop taking so much from the account, but times have been so tough, and I am already behind on so many other bills.",single_trial,"I have a tablet for sale. It is not the best tablet obviously looking at the picture. I do have a lot of accessories that go with it. I have a case for it, and some extra screen protectors, even a decent pair of earbuds I can throw in. It has been a great phone to me. I can't promise too much with it. The honest truth is that it will need some work to whoever buys it. I could really use any money I could get for it. It was my sons tablet for playing games on. I was thinking if anyone was interested, I could throw in his google play account with all his games on it. He doesn't play most of them anymore, at least not on that account. He has quite a bit of progress on Mine craft and Roblox both. His prized possession on there was his call of duty account. I don't know a lot about it you would have to talk to him. If there are any gamers out there, I know he put a lot of work into all these games, maybe they are worth something to you too.",5,11,"Allen,I am so sorry that I am late already. I know today was important. I am on my way soon if I can still do anything when I get in. Jess had to leave early for work this morning so I was in charge of the boys. I thought we were going to be fine. Everything was running smoothly and then when I went to get the boys to put them in the car Oliver told me he had swallowed a penny. I called the Dr real quick and they said that can actually be really dangerous on rare occasions, they gave me some symptoms and I went along my day. By time we got Logan to school, Oliver was just about none stop screaming in the back seat. I ended taking him to the ER and found out the penny was dissolving in his stomach and causing a reaction. I have been here with him while they get it out and treat him. He will be fine but has to stay for a while. Jess just came to relieve me and I will be in as soon as possible. again I am so sorry.Kind Regards,T",You have gotten into an accident that was nearly fatal. Explain to your mother what/when/where/how/why you got into that accident. ,13.959616666666667
You will not believe what happened to me! I know this news will probably upset you but I just got into a horrible accident in your car. I am such a putz but I thankfully survived but your car was totaled. I was in such a shock. I was driving on my way to the store to buy some things that i needed. And i was at an intersection turning left. The lights were green so i started to turn. BUT i wasnt supposed to turn yet because i didnt have the arrow! And next thing i know all i see are cars coming right at me! I got hit sending the car into the next lane. Someone came to check if i was ok but i was absolutely terrified. Somebody called an ambulance and i was taken to the hospital and i am thankfully ok. I thank god for that! But you see this is how your car got totaled and is now completely broken. Dont worry though because your insurance should cover it.,Hey mom! I know this my worry you but  I just got into an horrible accident! I am such a klutz but I thankfully survived too bad my car was totalled. I was driving on my way to jessica's house to see her son's third birthday party. And I was crossing an intersection when a run away truck zoomed through a red light and hit my car sending it swerving over onto its side into a grassy area. I was absolutely terrified when it happened. but before I knew it I had completely blacked out. but I assume while I was someone had called an ambulance and I had gotten taken to the hospital with quite a few injuries. It was absolutely crazy. but I am here! Thank god for that. Your little girl wouldnt leave this planet so easily,single_trial,I know I  am late but you honestly would not believe what had happened to me! It was such a shock. so Here is my story. Well first thing first I was dead set on making my way into work when a deer ran infront of my vehicle and I almost hit it! BUt I didnt I came to a stop at the right moment but the deer stayed in front of my car. I beeped at it but it did not move. I then noticed movement behind it . It had a baby behind it. But the baby was on the ground It would not stand up. I then noticed It was bleeding a bit. Being the kind individual I am I looked up numbers for places that help wildlife. I then called in. And requested for someone to come out and help the poor fawn. After a while of waiting Somebody came down and took the fawn away with the mother. You see so thats why I was late.,4,12,Id just go to a pawn shop and see what i can get for it. If not much then id make a craig list add for it and make an honest  description and see  what i am able to get from it with that. If not much then Id lie a bit and spruce up the description and sell it for a bit more money through that. Anything to get it sold and get the money I need.  I would then mail it off to them wherever they would live and Hopefully they wont notice how broken it is for a while then I could block their number/email whatevger they used to contact me through and stuff. I would then do whatever I needed to do with the money. After it is sold Id be happy to have gotten rid of it completely and be happy my plan had worked even if its evil.,You borrowed your friend's favorite expensive car and you crashed it. It is now completely broken. How do you explain what happened? What do you do?,76.30381666666666
"Hi mom,I'm sorry that I'm sending you an email instead of a proper phone call, but I am honestly still in shock about what I recently experienced. This afternoon on the way to a meeting, I had a near fatal car accident. It was raining on my way to the office and although I tried to adjust my speed to the road conditions, it still caused me to get into an accident. I was pulling up to a red light, began hydroplaning because of the rain, and couldn't come to a stop. You know how scared I am about my brakes not working! Even though I was hitting the brakes, the car continued to enter the intersection into oncoming traffic, and I was hit straight on by two different cars! The car is now totaled, which really breaks my heart. Don't worry, Mom, I am fine. It was just important for me to let you know as soon as possible. I'll talk to you later. Love you, mom!","Hello Aunt Sharon,How are you doing? I'm so sorry that it's been so long since we've talked. Let's catch up on the phone soon. Now, the reason I haven't been in touch is because I've had a hard time with my financial situation, and unfortunately might have to quit college. You know how I had that sales manager job? Well, they went out of business so now I'm out of the job, and I haven't been able to find a new one yet. I would be so disappointed in myself if I had to quit college, especially because you know my dream is to be a vet tech. I can't continue paying my rent here if I don't come up with some money soon. If you could lend me about $500, it would mean the world to me because I'd have another month to look for a job, and I wouldn't have to quit college! If you can, just send it to my Paypal email. Thanks so much for reading this and I hope you'll consider loaning me the money. Love you Aunt Sharon!",single_trial,"Hi mom,I'm emailing you from my college dorm right now, and I was just informed that my school tuition loan is on stand-by for right now. I inquired about it and it turns out that all I need is to give them my proof of income, which is in that savings account you made for me. Now, I just need to log in so I can show the financial administrator my bank statements. That is all I need now for my school loans to be approved. If you could just e-mail or text me, both the username and password on the savings account, that would be all I'd need. It is important that I get that information as soon as possible, so that I'll get my school loan as quick as possible. I missed the e-mail about my loan being on stand-by earlier last month, so it's very important that you send that info to me as soon as you see this! Thanks, mom. Love you!",0,12,"Dear Jessica,I'm so sorry that I'm sending you an e-mail instead of a proper phone call, but honestly I don't know how I can speak the words out loud. This morning on the way to work, I was on an icy road and although I was slowed down, there was another car who was driving too fast and crashed right into the back of your car. I think the car might totaled, which breaks my heart, because you trusted me to take excellent care of your car. I completely betrayed your trust by crashing your expensive car. Don't worry, Jessica, I'll help you call the insurance company and see what we can do about a possible repair or replacement. Unfortunately, I don't have much money to my name so I can't pay you for the car, but we will get this figured out! I promise! I'm so sorry, and I love you so much, and I hope you can forgive me.Love Your Friend,Ashleigh",You have gotten into an accident that was nearly fatal. Explain to your mother what/when/where/how/why you got into that accident. ,76.30381666666666
"Hi Uncle Bob, sorry I haven't reached out to you in awhile. As you know, I've been very busy since moving here to Southern California. Everything had been going well until recently when I was laid off because of budget cuts at my company. Well now I find myself without a job and little money, and my rent is almost due. I was extremely lucky to be one of the last employees laid off, but I now find myself in a terrible situation. Do you remember that you used to tell me that I could come to you if I needed anything whatsoever? Well now I need to ask you a favor since I have nobody else to turn to. If at all possible, could you please lend me some money to help me get by for the next couple of months? While I do not want to burden you, I am very responsible and I will make sure to repay you as soon as possible. If so, could you please send the money to my bank account as soon as possible so my rent is covered and I'll be good to go for the month?","Hi mom, sorry I missed dinner the other night. As you know we live in Southern California and people tend to panic when a little bit of precipitation happens. I was going to the grocery store to pick up a bottle of wine when people started panicking at the sight of a puddle on the road and swerving to avoid it. My windshield wipers were stuck and I was trying to fix them when I noticed the bottleneck and hit the brakes, but the water on the ground meant that the tires were not able to fully stop in time to avoid needing to swerve off the road. I was extremely lucky in that there were no trees or people near me, and I left with a few bumps and bruises but if there was anything in the road it could have been a far different story!",single_trial,"First of all, I don't even know where to start. I will start with my insurance will cover any damages in full, if the party at fault does not have the insurance to cover the accident. With that said, it is my firm belief that the damages are solely their fault in full and the accident investigation will support my belief. I understand this car was your first big purchase after you were promoted and it has substantial sentimental value for you, and for that I am extremely sorry. I was extremely cautious when parking it, and parked away from the rest of the cars in the lot, but unfortunately that meant that cars were passing by it at a faster speed and the car that clipped you was going faster than otherwise. I will make sure that all damages are covered and we are good to go!",1,12,"Mom, remember when I was younger and we had to set up my account in your name because the bank would not let a minor have the primary on the credit card? Well now I want to make a purchase in my name, but the bank is refusing to let me have custody of the account since your name is still on it. I want to make a large purchase, and in the end I don't want you to be liable for the expense so can you please send me the password so I can start the paperwork to transition the account from your name and mine to just mine? I am 22 now and am ready for the responsibility, thank you for putting your name on the account when I was younger and I want to be an adult and take responsibility for my charges.","You need to ask a relatively wealthy relative (it could be any relative) for some money. Formulate a story/message that is asking that relative what you need the money for, when you need it, why you need it, and how they should give it to you. ",76.30381666666666
"Hi Mom. Well, I know that you get very upset when something bad happens to me, so I'm going to tell you about some bad new I have right now. Before I start, I want to let you know that it was not my fault and it could have happened to anybody. I'm sorry to have to do this via email, but I know that you read your email more often than you answer phone calls. I was recently in a car accident, but unfortunately, I was found at fault and my insurance company will not cover any damages. My car was totaled and I currently have no transportation to get to or from work. I do not have any extra money, and I need access to the funds I had saved in that bank account which is still under your name. If at all possible, could you please provide me with the password to the account so that I can access the funds for this emergency situation? I can explain what happened a little better in person, but this was the fastest way to get a hold of you since you never answer your phone. I love you and everything will be fine.","Hello there co-workers and friends!  I'm sorry this is short notice, I know we had a meeting today in the green room at 6:00 PM.  I unfortunately had some personal things come up and need to cancel.  Your time is very valuable to me, and I only do this because there is absolutely no other option I have here.  I'm going to look to reschedule it until 7:30 PM.  That should give me enough time to wrap up what just came up and get back here to talk to you about the harassment claims going on in this company.  I am taking this issue incredibly serious, and I am setting aside as much time as possible to deal with it when I return, you will have my ear until you feel your concerns have been heard.  We take this very seriously, and we will do everything we can to address it, I just hope you aren't too upset I need to push it back.",single_trial,"Hey Aunt Esme.  I'm sorry to do this via email, but I haven't been able to reach your phone, and I know your business email gets checked hourly.  I hate to ask ANYONE for money, but especially you after everything you've done for our family.  But, Dad fell down and hurt himself pretty bad at work, the insurance won't cover the surgery needed to fix his back.  It's an emergency situation, and they said that they need to do it immediately to prevent permanent damage to him. I have already raised a good portion of the money from my own bank account, and friends, but we're still short $3,000.  The doctor will not start the surgery without it.  If at all possible, you have my venmo, please Aunt Esme!  I'll do everything in my power to pay it back to you as soon as possible, but this is about my dad's future.  I need your help.Love,Your Nephew.",6,12,"Hi Mom.  Well, I know you get very upset when something bad happens to me out of my control, so I'm going to tell you some bad news right now.  Before we go on, yes, I'm not in great shape, I was in a car accident.  I was on the highway at night, a drunk driver came out of NOWHERE and smashed into me.  He sideswiped me good, the Kia Optima is totaled, and I'm still recovering from the damage it did to me.  Thankfully, there were some good folks around who called the police, checked on me, made sure I was alright, one of them even stayed at the hospital until Dad got here just so I wasn't alone.  It was a near miss, and I don't want to scare you, but I always try to be honest, things could have ended a lot worse.  I'm going to be holed up at Holy Name Hospital a few days, I can explain a little better in person, but this was the simplest, fastest way to let you know since you never answer your phone.  I love you, I'm safe, I'm going to be ok.",You need your mom's password to access an important account that you have under her name. What is your plan to convince her to give you her password?,76.30381666666666
"Dear Staff, I would like to apologize that the meeting which was scheduled for 9am this morning will be pushed back for a later date. I am sorry to have to push back this important meeting on such short notice, but due to current circumstances, there was no other option but to cancel. Knowing that the meeting was so early in the morning, I stopped by the main office beforehand to collect some paperwork. I noticed that the office had been broken in to overnight. I immediately reported it to law enforcement, but by the time everything got sorted out, it was much too late for me to make the meeting at the designated time. I am very sorry for the inconvenience this may have caused some of you - I hope you all understand! Best, Employee","Dear Boss, I know that the important meeting with the executives was scheduled for 9am this morning and I do apologize for being tardy to the meeting. Knowing that the meeting was at our downtown office, I stopped by the main office at 8:30am this morning to grab some last minute paperwork. While I was there, though, the electricity cut to the office. It immediately came back on - but it was clear that some of the internet capabilities did not immediately register back on. I had to call the Internet company and see what was going on. That took another 20 minutes. By the time I got that sorted out, got to the car, and drove the 10 minutes to the downtown office, the meeting had already begun. I apologize for the late arrival - but I couldn't let the main office go without Internet in the early day!Best, Employee",single_trial,"Hi Aunt Katherine, How have things been going? I'm sorry to write this letter in these circumstances but I'm not sure who else to turn to at this point. Daniel has gotten kicked out of daycare! The teachers said that he was misbehaving too much and too often for him to stay. And now, the only daycare with immediate openings wants a $500 deposit...and that's just too much for my husband and I to afford right now. Would you be able to help us out? I promise we'll pay it back as soon as we can. We just didn't foresee this happening! If you could send it through a check in the mail as soon as possible, that'd be preferred. I'm so sorry to bother you about this - we just don't know where to turn! Feel free to say no, I'd completely understand!Best, Your Niece",8,12,"Hi Mom, How are you, Mom? All nice and warm in the Florida sun? I am starting to regret the decision to move up North - I had an accident the other day that almost killed me! I was driving to work when a student pedestrian darted across the road. (You know how they cross anywhere that isn't a crosswalk.) I swerved to dodge them and ended up hitting a patch of black ice! The car spun into the median and my side of the car slammed into the concrete. At least - that's what the doctors told me once I woke up from the coma. (Did you notice you didn't hear from me in a few days?) I'm glad the student wasn't hurt, but geesh, it's going to take me a long time to be back to normal. Why can't they just use the crosswalk like they are supposed to?Sorefully yours, Daughter",You are a supervisor and you have to push back an important meeting with your supervisees. What happened and how do you tell them?,76.30381666666666
