base sample,imitation,imitation condition,message type
"Susie, congratulations on your new job! You are going to fit right in over there. They are lucky to have you.","Judy, that's not good. This is the second time. Let's have lunch and figure out what you can do to break the habit.",cond10_p1_t5 : Hi Amber. I am having such a miserable day. I got fired for stealing from work. I can't believe they finally caught me.,tweet
While in San Diego we visited a great Asian segment of the city. I learned so much and enjoyed really great food.,Lol. We sure hope your walls are soundproof so your neighbors aren't disturbed. Know you have wanted them a long time.,"cond5_p2_t9 : Mom, Dad, just got the new bagpipes! I really cant imagine why you waited for me to leave the house to get them for me!",tweet
I see that Cancun has some really great deals on 10-day vacation packages. They are all inclusive. Let's go!, , ,tweet
"Judy, thank you so much for the terrific birthday present. You know I am going to use this every day. Thanks!", , ,tweet
"Michael, your latest book was a real page turner. I loved your new characters and hope to see more books like this in the future.", , ,tweet
"Mitchell, I just finished readying your series on Court. What great books! I'm looking forward to the next one!", , ,tweet
Woot! Summer is my favorite time of the year. Flowers are growing and my vegetable garden is doing great this year., , ,tweet
We had an agreement that we would talk about a raise at this time. I believe I have performed well and helped the company a great deal and deserve a raise., , ,tweet
"Mom and Dad, thank you for coming to visit us this last week. The kids really enjoyed being around their grandparents. What a fun week we had!", , ,tweet
"The air is warming up - that means it's spring, my favorite time of the year. Let's get together for our morning walks.", , ,tweet
"I have my eye on a new pair of sneakers for my birthday. Since you asked, I'll email you a link with color and size. Thanks!", , ,tweet
Oh wow! Thank you so much for the birthday present. I've been wearing them every day and get compliments on them all the time., , ,tweet
I have to cancel our plans for tomorrow. My parents just called and are arriving tomorrow instead of this weekend., , ,tweet
I'll be doing some regular volunteer work at Helping Hands. Looking forward to working with all of the underprivileged children., , ,tweet
"Suze, I just tested positive for strip throat so have to cancel our plans for tomorrow. I'll call you next week to reschedule. Sorry!", , ,tweet
The sneakers are just perfect and so very comfortable. Thank you for picking out just what I wanted. Let's start walking in the mornings., , ,tweet
"Jumanji, the newest version, is just great. It is funny and serious and so worth seeing. I plan to go see it again.", , ,tweet
Whew! Today was filled with meetings and organizing meetings for others in our office. I'm glad this day is over., , ,tweet
I'd like to talk about a raise now. I am settled in and doing great work for the company. How does a 5% salary increase sound?, , ,tweet
This book you gave me for my birthday is a real page turner. Let's get together as soon as I finish it and talk about it., , ,tweet
"Duke, did you see the great deals on a 10 day European vacation? Here's the link .... check it out. I say we make plans.", , ,tweet
"Mom and Dad, thanks for the sweet Christmas present. The coat fits perfectly and I will get tons of use out of it this winter.", , ,tweet
The cruise lines are having some sweet deals right now. We've always wanted to do that Alaskan cruise. Let's get started on our plans., , ,tweet
I'm really going to love retirement. I have some fun projects planned around the house and a couple of vacation spots in mind., , ,tweet
The flowers are growing and the veggies are starting to pop up. I love spring and all the new growth it brings., , ,tweet
Our network went down at work today and we only ad our cell phones to make calls and try to get things done. It was so hectic., , ,tweet
"You asked for birthday suggestions, so here goes ... here are a couple of links of tings I've been wanting to get. Holler!", , ,tweet
"Mary, best of luck in your new job. What a great accomplishment. Let's have lunch in a couple of weeks after you get settled.", , ,tweet
I got caught on a phone conference with a couple of our members. It's going to make me a little late to the 2 pm meeting., , ,tweet
"Doug, it's time for my annual review. Let's schedule that for next week. In the meantime, please think about giving me a 5% raise.", , ,tweet
"Lynn, congratulations on winning the Woman of the Year Award! You so deserve that for all of the hard work you do.", , ,tweet
"In 5 years, I'll be traveling to see my kids and grandkids more often. I'm retiring soon and can't wait for more free time.", , ,tweet
I had to call both a plumber and electrician today. The bathroom drains are plugged up and two outlets shorted out., , ,tweet
"Kathy, I am wondering if I've offended you. Each time we make plans, you cancel at the last minute. Can we talk?", , ,tweet
My plans are to make manager within 2 years and 3 years after that I want to make the head of the department., , ,tweet
"Carla, congratulations on your promotion! You will be great in that position. I can't wait to see the heights you bring that team up to.", , ,tweet
I'm getting married in 2 years! I want to work and save some money so that we can start a family within 3 years after our marriage., , ,tweet
Let's go to New York City this spring. I found a great package deal that includes a night at the theater and some great restaurants., , ,tweet
"Susie, I feel that you are sending work my way that isn't in my job description. I don't mind helping but it is getting out of control.", , ,tweet
I watched It's a Wonderful Life again this season. I love the part when George enters the picture. He is hysterical., , ,tweet
We're planning a huge European vacation. We're saving money and planning a 2 month long vacation in 5 years., , ,tweet
The new picture you bought me looks stunning in my entry way. Thank you so much for knowing exactly what I would like., , ,tweet
participant8,,,tweet
Girl. Pls send help. I can't handle it's only Monday. My first 2 houses were awffuulll. Then the snow on the drive. pls. help. ,Again? I thought this happened last week too. How much do you need? At what point do we just say forget that guy and get a new one. ,"cond11_p2_t13 : Mr Spacely, you know how Elroy got into that trouble? I hate to do this, but I really could use a raise to keep him out.",tweet
"The Hubby decided to not follow the recipe and not cook the chicken long enough. So instead of our date night, I have a date with the toilet. ","You better use it every day. The amount of my blood sweat and tears in there make it irreplaceable. Think of it as me, wrapped around you. ",cond2_p3_t9 : I just wanted to thank you for the the afghan that you made for me. It is so beautiful and I will use it every day. It's awesome.,tweet
My amazeballs momsters and dad helped me out today with my pupper. He was scared of the storm and she suggested I put on classical music. ,"A parents gotta do what a parents gotta do. Even though we know that you are gonna land on your face, at least we can laugh. ","cond5_p2_t6 : Mom, Dad, not enough thanking over the years... But I gotta thank you now for letting me make some of the mistakes I made.",tweet
"Hey Ashton Kutcher, you make me laugh my pants of. I've had the privilege of showing all your stuff to my husband for the first time! ",The Circus!? WILL THERE BE ELEPHANTS AND TIGHT ROPES? Can I go too? We can take the train so we can get sloppy drunk. #awwyeah,cond15_p1_t15 : Hi Jackie. I won't be able to go with you this weekend. The circus is in town and I feel strangely compelled to go to it instead.,tweet
Steven King makes me have the jitters but I can never stop turning the page! Keep on making me read at the edge of my seat. ,"Oh no! Did they recognize it quick enough? FAST is the acronym. Face, arm, smile, time. How scary! Please let me know if there is anything i can do.  ",cond10_p1_t6 : Hi Victoria. I am having such a rotten day. First I was late to work. Then my boss had a stroke. It was terrifying.,tweet
"Sorry boss lady, I'm going to be late. Not because of anything I can't change, I just forgot to set my alarm. #don'tfireme ",I'm really glad you think a clown is better company than me. For real? Come on. What lame excuse will you have next time? ,cond15_p1_t15 : Hi Jackie. I won't be able to go with you this weekend. The circus is in town and I feel strangely compelled to go to it instead.,tweet
"My work wife nailed her interview today! Sweet sweet promotion here she comes! It's about time, she needs to be recognized for her hard work!",I think it's a sign that you finally quit that shitty job. You've been unhappy since you started there last fall. Maybe it's time to look elsewhere. ,cond10_p1_t6 : Hi Victoria. I am having such a rotten day. First I was late to work. Then my boss had a stroke. It was terrifying.,tweet
"Hey worlds best mom, thanks for helping me pick out the flowers for my window box. Gives it that \",Twitter isn't the best place to formally request something like this. Come to my office right away tomorrow morning and I'll see what I can do. ,"cond11_p2_t13 : Mr Spacely, you know how Elroy got into that trouble? I hate to do this, but I really could use a raise to keep him out.",tweet
@bosslady I'm so desperate for more money I'm willing to beg on social media. Give me more money please. #dollardollarbills,"In what universe? Last time I checked you were the highest guy in America. And yes, I can believe how much money you'll be making. ",cond13_p1_t8 : In five years I will be the highest paid attorney in America. You won't believe how much money I'll be making off all the high profile malpractice suites.,tweet
Let's go to Europe. Asia and America got boring. I wanna pretend to be a gladiator at the Colosseum. And chase pigeons in that one famous place.  ,"We love you too Johnathon. Even when we know you're going to fail, we will always be here to support you in your decisions. ",cond5_p1_t9 : Hi Mom and Dad. Thank you for all the love and support that you have provided me through all the years. I wouldn't be where I am at in life if it wasn't for you.,tweet
You know I love you but you gotta stop.Please. stop. chewing. like. a. damn. cow. Ihateyousomuch. #closeyourmouth#ihateyou#wecantbefriends , , ,tweet
"@bosslady, gonna be late. Locked my keys in the car, with my ignition on, because I'm amazing like that. I'll be in once I can jimmy into my car. ", , ,tweet
My daddy is amazing. Got snowed in today. He woke up an hour earlier than he needed to to drive over and spend that hour shoveling me out. , , ,tweet
"Bob Ross. You inspire me with those trees. Every tree needs a friend, just like me. We all need a little happiness and hope. ", , ,tweet
pay check to pay check is not working out for me anymore. I'm going to need a raise boss! #moremoneyplease #iliveinafreakinbox, , ,tweet
sorry no sushi tonight best friend. I have no money because I suck at budgeting and can't handle myself in a target. Sorry. , , ,tweet
"Tokyo is the weirdest city I've ever been to in my life. You have super old school folks who are crazy traditional, but if you follow them they're buying panties out of vendys.", , ,tweet
I'm a bad ass worker who deserves bad ass pay checks. So how about you as a bad ass boss give me a bad ass raise so I can keep being bad ass. , , ,tweet
How on Earth are there six more days in the week? How is it only Sunday night? I can't believe how awful today is! Rufus even shit on my floor. , , ,tweet
"Baby, we gotta get out of this snow. Lets go down to florida. I wanna see Mickey and sit on the beach with a fancy adult beverage. ", , ,tweet
J.K. Rowling you make the magic come true. I can't believe your magical world has been in my life for so long! Truly shaped me as a young adult. , , ,tweet
Girl. you. like. say. like. to. like. too. much. it's. like. really. distracting. and like. no one understands you. because like. we count the likes. , , ,tweet
"Will Smith bro, you were the bomb. But please stop trying to get your kid in movies. He's. a. crap. actor. Please stop. ", , ,tweet
I love winter. But come on it's April! APRIL! How can you be happy about 24 extra inches of snow! Please stop enjoying my misery.  , , ,tweet
Sorry I won't be coming to the meeting by 4. My kid decided to miss the bus so I have to go pick her up! #singlemom #taxi, , ,tweet
In five years I hopefully won't be working pay check to pay check filling out pointless online surveys for a few extra cents. , , ,tweet
My biffle and his wife were so sweet they secretly mailed me birthday presents all the way from Japan! #biffle #giraffe , , ,tweet
I could come up with an excuse but really I just want to binge watch that 70's show in bed with icecream. Sorry not sorry. , , ,tweet
"Jackie, why are you a mouth breather? You snore and I can't handle it! I can't sleep over anymore.  You literally shake me awake every night. ", , ,tweet
"Congratulations Jeremy and Nicole! 9 years of dating, high school sweet hearts, and you finally tied the knot tonight! #truelove", , ,tweet
Kim Juncook you delicious korean man. Embrace me in your thick biceps with your beautiful soulful voice singing me sweet nothings. , , ,tweet
Fall is where it's at homeboy. The sight of dying trees is the most beautiful things a person can ever see. Fight me if you think I'm wrong. , , ,tweet
"Please buy me a plane ticket to Osaka. I need to see Kyoto again and again, and you can come with of course! We can see pretty geishas. ", , ,tweet
"Let's get out of the heat and head up to Canada for some camping, moose, syrup, Tim Hortons and some sweet sweet ice hockey. ", , ,tweet
My mom and dad dropped of our sweet wedding gift tonight. A beautiful TV - that we needed a stand for. #elopeornope #notsorry #woulddoitagain , , ,tweet
"You won't understand Texas, the lone star state, until you've witnessed the glory that is Nacadouches Ihop at 2am. It's amazing. ", , ,tweet
Honeymoon plans! Let's go to Vegas. That way we can elope the right way! We can stay at the Flamingo and eat so much food at the Buffets. , , ,tweet
Something so weird about a 711 that doesn't have slurpies but instead sells curry onigiri and corn dogs as \, , ,tweet
Thanks mom and dad for taking the twins tonight! We are getting some much needed adult time. #inbedby8 #8hoursofsleep #adulting, , ,tweet
"As we are driving through Milwaukee, my very korean husband goes: \", , ,tweet
To the beautiful wife of mine. I am done shoveling shit ass snow. We are like a 90's commercial because: WE'RE GOING TO DISNEY!, , ,tweet
Jensen Ackles you are the most beautiful and sincere person on this planet. Please gaze deeply into my soul and make me weep. , , ,tweet
"Snorin' finally passed the state bar! Watch out Illinois, there is a new bad ass Lawyer out there. Doing all the Lawyer like things. ", , ,tweet
In five years I'll be popping out baby number 2 wondering where my life has gone. Please please please future me time travel and tell me not to. , , ,tweet
You know what I hate? When people clip their nails in public. You disgust me. I see that clipping flying across the bus. , , ,tweet
Dropped a tire on my foot this morning. I have to wear a moon boot for a few weeks. Too humiliated to leave the house. Sorry. , , ,tweet
"Heyyyy look at this awesome gift I got! It's from, you guessed it, the most amazing best friend anyone could ever have. ", , ,tweet
Took a wrong turn. Ended up in Narnia. Gotta find the wardrobe entrance. I should be about 15 minutes late to the meeting. Please disregard the coffee I'll be carrying. , , ,tweet
"Let's run away to a magical land known as disney land. You, me, a plane ride and a crappy hotel? 12 hours and we could be on magic mountain. ", , ,tweet
It's my golden birthday this year. So I'm gonna need everything golden. Not actual gold. Just go spend 70 cents on a spray paint. , , ,tweet
participant9,,,tweet
Men of Honor is amazing! It is powerful and inspiring based on a real life hero. I can't imagine dealing with that.,Thanks so much for the flowers. I love carnations. I hope they last long! At least for a few days anyway! Thanks again!,I wanted to thank you for the flowers. Carnations are my absolute favorite. I hope that they stay fresh for several day.,tweet
I want to thank my parents for raising me right & giving me the freedom I wanted and the structure I needed to succeed.,I wanted to write a message and say thank you for that afghan that you made for me. It's gorgeous and I'll use it always!,cond2_p3_t9 : I just wanted to thank you for the the afghan that you made for me. It is so beautiful and I will use it every day. It's awesome.,tweet
"Shout out to my boy Jay for coming through with a bottle for my house warming, since I'm too poor to buy this on my own.",Hey Victoria. Today is terrible. First I was late for work and my boss had a stroke! The whole thing was terrifying.,cond10_p1_t6 : Hi Victoria. I am having such a rotten day. First I was late to work. Then my boss had a stroke. It was terrifying.,tweet
Sorry I had to bail. The baby was extra irritable today and she wasn't allowing me to do anything. I don't know why.,"Mr. Slate, Wilma really has an issue and I think we need to get the debtasauruses of our backs. I deserve a raise.","cond11_p2_t15 : Mr. Slate, Wilma really has a problem and if we don't get some of the debtasauruses off our backs, it'll kill me. Raise?",tweet
I hate to be a pain but you picking your nose is gross. I don't know how you can do that in front of everyone.,Thank you again for the beautiful afghan you made. It was so pretty. I know I'll use it every single day.,cond2_p3_t9 : I just wanted to thank you for the the afghan that you made for me. It is so beautiful and I will use it every day. It's awesome.,tweet
Didn't your parents teach you any manners? You look like a cow chewing cud! Close your mouth when you're eating.,"Mr. Spacely, do you know what happened with Elroy? I don't like to do this but I could really use a raise considering.","cond11_p2_t13 : Mr Spacely, you know how Elroy got into that trouble? I hate to do this, but I really could use a raise to keep him out.",tweet
"Hey babe, I was thinking we go to an island for vacation this year. No kids, just you and me. How does Bermuda sound?",I was so amazed at all the different cultures mixed in with the people of New York. Even better the mixing of foods!,I was really amazed at the different culture of people from New York. They eat totally different foods.,tweet
"You have to go see Black Panther! It's action packed, and somehow inspirational.  There's a lot of underlying messages.",Five years from now I'll be the highest paid lawyer in the country. You won't believe how much dough I'll bring in.,cond13_p1_t8 : In five years I will be the highest paid attorney in America. You won't believe how much money I'll be making off all the high profile malpractice suites.,tweet
Kurt Vonnegut's an absolute genius. He's able to convey exactly how I feel about society today without expressly saying.,Mom and dad. thank you for everything you've provided for me from day one. I wouldn't be here today if it wasn't for you.,cond5_p1_t9 : Hi Mom and Dad. Thank you for all the love and support that you have provided me through all the years. I wouldn't be where I am at in life if it wasn't for you.,tweet
"Hey, Sorry for cancelling tonight. I feel awful and I'm nauseous. I think I might have food poisoning from lunch.",Thanks for the flowers. I love carnations. I hope they'll last for weeks. Thank you so much! They are beautiful,I wanted to thank you for the flowers. Carnations are my absolute favorite. I hope that they stay fresh for several day.,tweet
"Batman is the best movie of all time. Visually stunning, has underlying messages and do I need to mention the action?", , ,tweet
I've been working here for 3 years and I think the value that I bring to the company is more than what I'm being paid., , ,tweet
"Summer is by far the best season. Popup beer gardens, long days, great weather. How can any other season compete?", , ,tweet
"So, you leaving your toenail clippings everywhere is disgusting. Please throw them out. I keep finding them everywhere.", , ,tweet
What is the deal with you not covering your mouth when you cough or sneeze. I can see spit particles fly and it's gross., , ,tweet
Great job on winning the race. Hard work and dedication do pay off! Couldn't be more proud of you! You deserve it., , ,tweet
I think after what I've done for this company I deserve a raise. The money I've brought in speaks for itself., , ,tweet
Why do you always have to fall asleep with the tv on so loud? I can't hear it in my room. Please try to turn off the TV., , ,tweet
"I can't win today. I woke up late, got in an accident, had a terrible presentation at work and to top it off 76ers lost.", , ,tweet
Mom and Dad thank you so much for your help these past few years. It's been rough & I wouldn't have made it without you., , ,tweet
In 5 years I plan on having 2 more kids and probably selling the house we bought to move into a bigger one., , ,tweet
I apologize. I had car trouble this morning and had to wait for triple A to come out. I should be in about an hour., , ,tweet
"Mom and dad, thank you so much for the christmas gifts. The girls loved them. I wish you could be here with us!", , ,tweet
"Today sucks. I burnt my breakfast this morning, was late for work, ripped my pants and I think I'm getting sick.", , ,tweet
Thank you so much for the wedding gift. Only you could not get something on the registry and it be exactly what I need!, , ,tweet
I apologize. I'm not sure what happened but the meeting never showed up on my calendar! Can we get IT to look into it?, , ,tweet
I've worked overtime with no extra pay and I've come in early most days too. I deserve a raise for everything I do., , ,tweet
If I don't get a raise I'm going to quit. I've been underpaid for far too long and don't see a future here otherwise., , ,tweet
Winter is cold but it has the best holidays. You get to go sledding and ice skating and you can always layer1, , ,tweet
I think in 5 years I'll have started my own real estate business on the side while moving up to COO of my current job., , ,tweet
Way to go on your graduation. I'm so proud of you. I can't believe you're don already. You inspire me to do more., , ,tweet
I'm sorry. I'm still pulling the documents you requested for the meeting. My computer was having major issues., , ,tweet
"In 5 years I see myself 5 years older than I am now. Oh also, with a new car, new job and new house. ", , ,tweet
"Mom and dad, thank you so much for all the time you spent helping me get on my feet. I wouldn't be where I am today!", , ,tweet
"Today is the worst. I'm sick, I'm late, I have a headache and my girlfriend and I had a huge fight this morning.", , ,tweet
"If you compare the money that I've brought in and how I'm compensated, It's easy to see I'm worth more to the company.", , ,tweet
In 5 years I hope to have quit my job and start working on my own business. I will have 2 more kids and a new house., , ,tweet
"listen, Fall has it all! The leaves change, fall fashion, cooler but not too cold. Oh and did I mention football?", , ,tweet
Wow. I can't believe you got this for me. It's exactly what I wanted. You know me so well. Thank you!, , ,tweet
I can't keep driving all the way across town and have you schedule these meeting so close together. I need a new schedule., , ,tweet
"Hey, I just got the email for the gift card. Thank you so much! You definitely didn't have to do that but thank you!", , ,tweet
Dear Bradley Cooper. You are my favorite actor and person. You are a grounded guy in a Hollywood world. Go eagles!, , ,tweet
In 5 years I hope to have moved on from this nothing town. I'd be living in a high rise apartment in the city., , ,tweet
I can't believe how nice they were in Philadelphia. They get such a bad rap but everyone was really helpful., , ,tweet
I was thinking this year I have my party at the pier and we shut it down. I think that would be awesome. Thoughts?, , ,tweet
This movie is the best allegory for what's happening in our society right now. I can't believe you haven't seen it!, , ,tweet
I can't believe you go this for me. I wasn't expecting this at all. Thank you so much. You're the best!, , ,tweet
I've been reviewing what other people in my position make and I'm vastly underpaid. I think I deserve a raise., , ,tweet
Wow! I'm so happy and prod of you. I always knew you could do it. Keep moving up and proving all the haters wrong!, , ,tweet
They are so dirty there. It's like no one cares what they look like when the go outside. Never going back., , ,tweet
