,sample,imitator,type
449,You have to see this movie. It has all the elements you want to see. It is the kind of movie that you have to see several times to catch it all. ,imitator21,tweet
450,I am so happy you received the acknowledgement for all your hard work. You are way past due for it and no one deserves it more. ,imitator21,tweet
451,That gift you gave me? Could not have come at a better time. My car broke down so that certificate will really come in handy. You are the best. ,imitator21,tweet
452,So I am planning to move to Ireland in five years. I visited there two years ago and decided that is where I want to be. ,imitator21,tweet
453,I have proven myself a valuable employee with great ideas that have brought the company more clients and feel I deserve a raise. ,imitator21,tweet
454,I have been here for over 3 years and was supposed to get a raise after the first year. I have not. Can I have mine now? ,imitator21,tweet
455,My parents......where would i be without you. Well I would be walking if you hadn't bought me a new car! Love ya. Lets go for a ride. ,imitator21,tweet
456,We haven't been away together for so long. I think we should look at some travel brochures and plan a nice getaway. We deserve it. ,imitator21,tweet
457,So you graduated college! It was a tough road and I know you wanted to quit but aren't you glad you didn't . I am so proud of you. ,imitator21,tweet
458,Ohh. I think I have food poisoning. I went out to lunch today and had spinach salad. I have been sick all afternoon. I need to cancel. ,imitator21,tweet
459,Recently visited key west. so quaint i did not want to leave. they are so laid back and everyone smells like coconut. Yum. ,imitator21,tweet
460,My dad needs me to drive him to his doctors appointment. He can't see clearly. He can't reschedule. So i need to cancel our plans. ,imitator21,tweet
461,I had to put my dog down today. Lost my best friend. Thought he was getting better but I was wrong. I miss him so much. ,imitator21,tweet
462,"Don't you just love spring. I am going to get a whole new wardrobe of pastels to match the mood I am in. Springy. Pink, yellow, baby blue....",imitator21,tweet
463,I knew you would get elected president. Everyone knew you are the best person for the job. You are going to do great. Congrats. ,imitator21,tweet
464,"I suggest we get in the car, start driving in a direction we've never taken and see where we land up. a mini unplanned vacation. ",imitator21,tweet
465,"Joe, let's go to Hawaii. They have great deals right now. We could do Honolulu, Maui and Kaui. What do you think? Good?",imitator22,tweet
466,"Kathy, spring is almost here and I can't wait to get out and do some gardening. I bought a garden tiller this year.",imitator22,tweet
467,"So, I've always wanted a garden tiller. I found a great one and am going to ask for it as a birthday present.",imitator22,tweet
468,My father-in-law was just admitted to the hospital. I am going to have to cancel our plans for tonight. I'll call you.,imitator22,tweet
469,In 5 years I'll be ready for a European vacation! I'm working on big home remodel jobs for a while and saving $.,imitator22,tweet
470,I had the best time in the area of Little Italy while visiting my friend. What a great culture - and food!,imitator22,tweet
471,I've now been here for 5 years and have proven my skills. I feel I am ready to receive a raise of 8%.,imitator22,tweet
472,It has been 2 years since my last raise. I have a good work ethic and am requesting a 5% raise for my work.,imitator22,tweet
473,"Susie, congratulations on your new job! You are going to fit right in over there. They are lucky to have you.",imitator22,tweet
474,While in San Diego we visited a great Asian segment of the city. I learned so much and enjoyed really great food.,imitator22,tweet
475,I see that Cancun has some really great deals on 10-day vacation packages. They are all inclusive. Let's go!,imitator22,tweet
476,"Judy, thank you so much for the terrific birthday present. You know I am going to use this every day. Thanks!",imitator22,tweet
477,"Michael, your latest book was a real page turner. I loved your new characters and hope to see more books like this in the future.",imitator22,tweet
478,"Mitchell, I just finished readying your series on Court. What great books! I'm looking forward to the next one!",imitator22,tweet
479,Woot! Summer is my favorite time of the year. Flowers are growing and my vegetable garden is doing great this year.,imitator22,tweet
480,We had an agreement that we would talk about a raise at this time. I believe I have performed well and helped the company a great deal and deserve a raise.,imitator22,tweet
481,"Mom and Dad, thank you for coming to visit us this last week. The kids really enjoyed being around their grandparents. What a fun week we had!",imitator22,tweet
482,"The air is warming up - that means it's spring, my favorite time of the year. Let's get together for our morning walks.",imitator22,tweet
483,"I have my eye on a new pair of sneakers for my birthday. Since you asked, I'll email you a link with color and size. Thanks!",imitator22,tweet
484,Oh wow! Thank you so much for the birthday present. I've been wearing them every day and get compliments on them all the time.,imitator22,tweet
485,I have to cancel our plans for tomorrow. My parents just called and are arriving tomorrow instead of this weekend.,imitator22,tweet
486,I'll be doing some regular volunteer work at Helping Hands. Looking forward to working with all of the underprivileged children.,imitator22,tweet
487,"Suze, I just tested positive for strip throat so have to cancel our plans for tomorrow. I'll call you next week to reschedule. Sorry!",imitator22,tweet
488,The sneakers are just perfect and so very comfortable. Thank you for picking out just what I wanted. Let's start walking in the mornings.,imitator22,tweet
489,"Jumanji, the newest version, is just great. It is funny and serious and so worth seeing. I plan to go see it again.",imitator22,tweet
490,Whew! Today was filled with meetings and organizing meetings for others in our office. I'm glad this day is over.,imitator22,tweet
491,I'd like to talk about a raise now. I am settled in and doing great work for the company. How does a 5% salary increase sound?,imitator22,tweet
492,This book you gave me for my birthday is a real page turner. Let's get together as soon as I finish it and talk about it.,imitator22,tweet
493,"Duke, did you see the great deals on a 10 day European vacation? Here's the link .... check it out. I say we make plans.",imitator22,tweet
494,"Mom and Dad, thanks for the sweet Christmas present. The coat fits perfectly and I will get tons of use out of it this winter.",imitator22,tweet
495,The cruise lines are having some sweet deals right now. We've always wanted to do that Alaskan cruise. Let's get started on our plans.,imitator22,tweet
496,I'm really going to love retirement. I have some fun projects planned around the house and a couple of vacation spots in mind.,imitator22,tweet
497,The flowers are growing and the veggies are starting to pop up. I love spring and all the new growth it brings.,imitator22,tweet
498,Our network went down at work today and we only ad our cell phones to make calls and try to get things done. It was so hectic.,imitator22,tweet
499,"You asked for birthday suggestions, so here goes ... here are a couple of links of tings I've been wanting to get. Holler!",imitator22,tweet
500,"Mary, best of luck in your new job. What a great accomplishment. Let's have lunch in a couple of weeks after you get settled.",imitator22,tweet
501,I got caught on a phone conference with a couple of our members. It's going to make me a little late to the 2 pm meeting.,imitator22,tweet
502,"Doug, it's time for my annual review. Let's schedule that for next week. In the meantime, please think about giving me a 5% raise.",imitator22,tweet
503,"Lynn, congratulations on winning the Woman of the Year Award! You so deserve that for all of the hard work you do.",imitator22,tweet
504,"In 5 years, I'll be traveling to see my kids and grandkids more often. I'm retiring soon and can't wait for more free time.",imitator22,tweet
505,I had to call both a plumber and electrician today. The bathroom drains are plugged up and two outlets shorted out.,imitator22,tweet
506,"Kathy, I am wondering if I've offended you. Each time we make plans, you cancel at the last minute. Can we talk?",imitator22,tweet
507,My plans are to make manager within 2 years and 3 years after that I want to make the head of the department.,imitator22,tweet
508,"Carla, congratulations on your promotion! You will be great in that position. I can't wait to see the heights you bring that team up to.",imitator22,tweet
509,I'm getting married in 2 years! I want to work and save some money so that we can start a family within 3 years after our marriage.,imitator22,tweet
510,Let's go to New York City this spring. I found a great package deal that includes a night at the theater and some great restaurants.,imitator22,tweet
511,"Susie, I feel that you are sending work my way that isn't in my job description. I don't mind helping but it is getting out of control.",imitator22,tweet
512,I watched It's a Wonderful Life again this season. I love the part when George enters the picture. He is hysterical.,imitator22,tweet
513,We're planning a huge European vacation. We're saving money and planning a 2 month long vacation in 5 years.,imitator22,tweet
514,The new picture you bought me looks stunning in my entry way. Thank you so much for knowing exactly what I would like.,imitator22,tweet
515,Girl. Pls send help. I can't handle it's only Monday. My first 2 houses were awffuulll. Then the snow on the drive. pls. help. ,imitator23,tweet
516,"The Hubby decided to not follow the recipe and not cook the chicken long enough. So instead of our date night, I have a date with the toilet. ",imitator23,tweet
517,My amazeballs momsters and dad helped me out today with my pupper. He was scared of the storm and she suggested I put on classical music. ,imitator23,tweet
518,"Hey Ashton Kutcher, you make me laugh my pants of. I've had the privilege of showing all your stuff to my husband for the first time! ",imitator23,tweet
519,Steven King makes me have the jitters but I can never stop turning the page! Keep on making me read at the edge of my seat. ,imitator23,tweet
520,"Sorry boss lady, I'm going to be late. Not because of anything I can't change, I just forgot to set my alarm. #don'tfireme ",imitator23,tweet
521,"My work wife nailed her interview today! Sweet sweet promotion here she comes! It's about time, she needs to be recognized for her hard work!",imitator23,tweet
522,"Hey worlds best mom, thanks for helping me pick out the flowers for my window box. Gives it that \",imitator23,tweet
523,@bosslady I'm so desperate for more money I'm willing to beg on social media. Give me more money please. #dollardollarbills,imitator23,tweet
524,Let's go to Europe. Asia and America got boring. I wanna pretend to be a gladiator at the Colosseum. And chase pigeons in that one famous place.  ,imitator23,tweet
525,You know I love you but you gotta stop.Please. stop. chewing. like. a. damn. cow. Ihateyousomuch. #closeyourmouth#ihateyou#wecantbefriends ,imitator23,tweet
526,"@bosslady, gonna be late. Locked my keys in the car, with my ignition on, because I'm amazing like that. I'll be in once I can jimmy into my car. ",imitator23,tweet
527,My daddy is amazing. Got snowed in today. He woke up an hour earlier than he needed to to drive over and spend that hour shoveling me out. ,imitator23,tweet
528,"Bob Ross. You inspire me with those trees. Every tree needs a friend, just like me. We all need a little happiness and hope. ",imitator23,tweet
529,pay check to pay check is not working out for me anymore. I'm going to need a raise boss! #moremoneyplease #iliveinafreakinbox,imitator23,tweet
530,sorry no sushi tonight best friend. I have no money because I suck at budgeting and can't handle myself in a target. Sorry. ,imitator23,tweet
531,"Tokyo is the weirdest city I've ever been to in my life. You have super old school folks who are crazy traditional, but if you follow them they're buying panties out of vendys.",imitator23,tweet
532,I'm a bad ass worker who deserves bad ass pay checks. So how about you as a bad ass boss give me a bad ass raise so I can keep being bad ass. ,imitator23,tweet
533,How on Earth are there six more days in the week? How is it only Sunday night? I can't believe how awful today is! Rufus even shit on my floor. ,imitator23,tweet
534,"Baby, we gotta get out of this snow. Lets go down to florida. I wanna see Mickey and sit on the beach with a fancy adult beverage. ",imitator23,tweet
535,J.K. Rowling you make the magic come true. I can't believe your magical world has been in my life for so long! Truly shaped me as a young adult. ,imitator23,tweet
536,Girl. you. like. say. like. to. like. too. much. it's. like. really. distracting. and like. no one understands you. because like. we count the likes. ,imitator23,tweet
537,"Will Smith bro, you were the bomb. But please stop trying to get your kid in movies. He's. a. crap. actor. Please stop. ",imitator23,tweet
538,I love winter. But come on it's April! APRIL! How can you be happy about 24 extra inches of snow! Please stop enjoying my misery.  ,imitator23,tweet
539,Sorry I won't be coming to the meeting by 4. My kid decided to miss the bus so I have to go pick her up! #singlemom #taxi,imitator23,tweet
540,In five years I hopefully won't be working pay check to pay check filling out pointless online surveys for a few extra cents. ,imitator23,tweet
541,My biffle and his wife were so sweet they secretly mailed me birthday presents all the way from Japan! #biffle #giraffe ,imitator23,tweet
542,I could come up with an excuse but really I just want to binge watch that 70's show in bed with icecream. Sorry not sorry. ,imitator23,tweet
543,"Jackie, why are you a mouth breather? You snore and I can't handle it! I can't sleep over anymore.  You literally shake me awake every night. ",imitator23,tweet
544,"Congratulations Jeremy and Nicole! 9 years of dating, high school sweet hearts, and you finally tied the knot tonight! #truelove",imitator23,tweet
545,Kim Juncook you delicious korean man. Embrace me in your thick biceps with your beautiful soulful voice singing me sweet nothings. ,imitator23,tweet
546,Fall is where it's at homeboy. The sight of dying trees is the most beautiful things a person can ever see. Fight me if you think I'm wrong. ,imitator23,tweet
547,"Please buy me a plane ticket to Osaka. I need to see Kyoto again and again, and you can come with of course! We can see pretty geishas. ",imitator23,tweet
548,"Let's get out of the heat and head up to Canada for some camping, moose, syrup, Tim Hortons and some sweet sweet ice hockey. ",imitator23,tweet
549,My mom and dad dropped of our sweet wedding gift tonight. A beautiful TV - that we needed a stand for. #elopeornope #notsorry #woulddoitagain ,imitator23,tweet
550,"You won't understand Texas, the lone star state, until you've witnessed the glory that is Nacadouches Ihop at 2am. It's amazing. ",imitator23,tweet
551,Honeymoon plans! Let's go to Vegas. That way we can elope the right way! We can stay at the Flamingo and eat so much food at the Buffets. ,imitator23,tweet
552,Something so weird about a 711 that doesn't have slurpies but instead sells curry onigiri and corn dogs as \,imitator23,tweet
553,Thanks mom and dad for taking the twins tonight! We are getting some much needed adult time. #inbedby8 #8hoursofsleep #adulting,imitator23,tweet
554,"As we are driving through Milwaukee, my very korean husband goes: \",imitator23,tweet
555,To the beautiful wife of mine. I am done shoveling shit ass snow. We are like a 90's commercial because: WE'RE GOING TO DISNEY!,imitator23,tweet
556,Jensen Ackles you are the most beautiful and sincere person on this planet. Please gaze deeply into my soul and make me weep. ,imitator23,tweet
557,"Snorin' finally passed the state bar! Watch out Illinois, there is a new bad ass Lawyer out there. Doing all the Lawyer like things. ",imitator23,tweet
558,In five years I'll be popping out baby number 2 wondering where my life has gone. Please please please future me time travel and tell me not to. ,imitator23,tweet
559,You know what I hate? When people clip their nails in public. You disgust me. I see that clipping flying across the bus. ,imitator23,tweet
560,Dropped a tire on my foot this morning. I have to wear a moon boot for a few weeks. Too humiliated to leave the house. Sorry. ,imitator23,tweet
561,"Heyyyy look at this awesome gift I got! It's from, you guessed it, the most amazing best friend anyone could ever have. ",imitator23,tweet
562,Took a wrong turn. Ended up in Narnia. Gotta find the wardrobe entrance. I should be about 15 minutes late to the meeting. Please disregard the coffee I'll be carrying. ,imitator23,tweet
563,"Let's run away to a magical land known as disney land. You, me, a plane ride and a crappy hotel? 12 hours and we could be on magic mountain. ",imitator23,tweet
564,It's my golden birthday this year. So I'm gonna need everything golden. Not actual gold. Just go spend 70 cents on a spray paint. ,imitator23,tweet
565,Men of Honor is amazing! It is powerful and inspiring based on a real life hero. I can't imagine dealing with that.,imitator24,tweet
566,I want to thank my parents for raising me right & giving me the freedom I wanted and the structure I needed to succeed.,imitator24,tweet
567,"Shout out to my boy Jay for coming through with a bottle for my house warming, since I'm too poor to buy this on my own.",imitator24,tweet
568,Sorry I had to bail. The baby was extra irritable today and she wasn't allowing me to do anything. I don't know why.,imitator24,tweet
569,I hate to be a pain but you picking your nose is gross. I don't know how you can do that in front of everyone.,imitator24,tweet
570,Didn't your parents teach you any manners? You look like a cow chewing cud! Close your mouth when you're eating.,imitator24,tweet
571,"Hey babe, I was thinking we go to an island for vacation this year. No kids, just you and me. How does Bermuda sound?",imitator24,tweet
572,"You have to go see Black Panther! It's action packed, and somehow inspirational.  There's a lot of underlying messages.",imitator24,tweet
573,Kurt Vonnegut's an absolute genius. He's able to convey exactly how I feel about society today without expressly saying.,imitator24,tweet
574,"Hey, Sorry for cancelling tonight. I feel awful and I'm nauseous. I think I might have food poisoning from lunch.",imitator24,tweet
575,"Batman is the best movie of all time. Visually stunning, has underlying messages and do I need to mention the action?",imitator24,tweet
576,I've been working here for 3 years and I think the value that I bring to the company is more than what I'm being paid.,imitator24,tweet
577,"Summer is by far the best season. Popup beer gardens, long days, great weather. How can any other season compete?",imitator24,tweet
578,"So, you leaving your toenail clippings everywhere is disgusting. Please throw them out. I keep finding them everywhere.",imitator24,tweet
579,What is the deal with you not covering your mouth when you cough or sneeze. I can see spit particles fly and it's gross.,imitator24,tweet
580,Great job on winning the race. Hard work and dedication do pay off! Couldn't be more proud of you! You deserve it.,imitator24,tweet
581,I think after what I've done for this company I deserve a raise. The money I've brought in speaks for itself.,imitator24,tweet
582,Why do you always have to fall asleep with the tv on so loud? I can't hear it in my room. Please try to turn off the TV.,imitator24,tweet
583,"I can't win today. I woke up late, got in an accident, had a terrible presentation at work and to top it off 76ers lost.",imitator24,tweet
584,Mom and Dad thank you so much for your help these past few years. It's been rough & I wouldn't have made it without you.,imitator24,tweet
585,In 5 years I plan on having 2 more kids and probably selling the house we bought to move into a bigger one.,imitator24,tweet
586,I apologize. I had car trouble this morning and had to wait for triple A to come out. I should be in about an hour.,imitator24,tweet
587,"Mom and dad, thank you so much for the christmas gifts. The girls loved them. I wish you could be here with us!",imitator24,tweet
588,"Today sucks. I burnt my breakfast this morning, was late for work, ripped my pants and I think I'm getting sick.",imitator24,tweet
589,Thank you so much for the wedding gift. Only you could not get something on the registry and it be exactly what I need!,imitator24,tweet
590,I apologize. I'm not sure what happened but the meeting never showed up on my calendar! Can we get IT to look into it?,imitator24,tweet
591,I've worked overtime with no extra pay and I've come in early most days too. I deserve a raise for everything I do.,imitator24,tweet
592,If I don't get a raise I'm going to quit. I've been underpaid for far too long and don't see a future here otherwise.,imitator24,tweet
593,Winter is cold but it has the best holidays. You get to go sledding and ice skating and you can always layer1,imitator24,tweet
594,I think in 5 years I'll have started my own real estate business on the side while moving up to COO of my current job.,imitator24,tweet
595,Way to go on your graduation. I'm so proud of you. I can't believe you're don already. You inspire me to do more.,imitator24,tweet
596,I'm sorry. I'm still pulling the documents you requested for the meeting. My computer was having major issues.,imitator24,tweet
597,"In 5 years I see myself 5 years older than I am now. Oh also, with a new car, new job and new house. ",imitator24,tweet
598,"Mom and dad, thank you so much for all the time you spent helping me get on my feet. I wouldn't be where I am today!",imitator24,tweet
599,"Today is the worst. I'm sick, I'm late, I have a headache and my girlfriend and I had a huge fight this morning.",imitator24,tweet
600,"If you compare the money that I've brought in and how I'm compensated, It's easy to see I'm worth more to the company.",imitator24,tweet
601,In 5 years I hope to have quit my job and start working on my own business. I will have 2 more kids and a new house.,imitator24,tweet
602,"listen, Fall has it all! The leaves change, fall fashion, cooler but not too cold. Oh and did I mention football?",imitator24,tweet
603,Wow. I can't believe you got this for me. It's exactly what I wanted. You know me so well. Thank you!,imitator24,tweet
604,I can't keep driving all the way across town and have you schedule these meeting so close together. I need a new schedule.,imitator24,tweet
605,"Hey, I just got the email for the gift card. Thank you so much! You definitely didn't have to do that but thank you!",imitator24,tweet
606,Dear Bradley Cooper. You are my favorite actor and person. You are a grounded guy in a Hollywood world. Go eagles!,imitator24,tweet
607,In 5 years I hope to have moved on from this nothing town. I'd be living in a high rise apartment in the city.,imitator24,tweet
608,I can't believe how nice they were in Philadelphia. They get such a bad rap but everyone was really helpful.,imitator24,tweet
609,I was thinking this year I have my party at the pier and we shut it down. I think that would be awesome. Thoughts?,imitator24,tweet
610,This movie is the best allegory for what's happening in our society right now. I can't believe you haven't seen it!,imitator24,tweet
611,I can't believe you go this for me. I wasn't expecting this at all. Thank you so much. You're the best!,imitator24,tweet
612,I've been reviewing what other people in my position make and I'm vastly underpaid. I think I deserve a raise.,imitator24,tweet
613,Wow! I'm so happy and prod of you. I always knew you could do it. Keep moving up and proving all the haters wrong!,imitator24,tweet
614,They are so dirty there. It's like no one cares what they look like when the go outside. Never going back.,imitator24,tweet
615,My favorite actor is Adam Sandler because every movie makes me laugh. He is a comedian.,imitator25,text
616,The culture of Seattle is unique. You will find people from every races and backgrounds.,imitator25,text
617,"Im so sorry I have to cancel. My car is leaking oil very badly, I don't want to hurt it. ",imitator25,text
618,Footloose. Because I love fun energetic movies with lots of upbeat music and smiles. ,imitator25,text
619,Thank you so much for my birthday gift this year. I can use it all the time. Very handy!,imitator25,text
620,Seattle is a unique city. You will find people from every race and background. ,imitator25,text
621,Seattle is very unique. You can find food from every culture in the world in one city. ,imitator25,text
622,This year I want a new plate set for my kitchen. My old one is very worn out. ,imitator25,text
623,Congratulations!You did so good. I knew you could do it if you stuck to it! Proud of you!,imitator25,text
624,I was just wondering if maybe i could get a promotion. I work and achieve the most!,imitator25,text
625,I just wanted you to know you are my favorite of all time. You made my childhood great!,imitator25,text
626,I see myself settled into my own house on a little piece of land with my wife!,imitator25,text
627,Summer is so beautiful. It brings families together and is the season of good outdoor fun!,imitator25,text
628,Thank you for the gift you had given me. You guys always know exactly what I want. ,imitator25,text
629,"I see myself in a very stable career. With my wife, in our own house very happy!",imitator25,text
630,"You have always been my favorite because even during sad movies, you still make it fun!",imitator25,text
631,I am not going to be on time. My car would not start this morning. I tried everything. ,imitator25,text
632,Could I get a raise. I always go above and beyond what everyone else does. ,imitator25,text
633,Very different. It was like everything in the world was smashed into one area,imitator25,text
634,Thank you! ever since we were little you knew exactly what I want! You are the best. ,imitator25,text
635,I have to cancel tonight. My dog is very sick and I need to be there for him.,imitator25,text
636,Im so sorry I have to cancel. I have to wait until the plumber comes over to fix a pipe. ,imitator25,text
637,I really dont like when you chew with your mouth open. Especially in public. ,imitator25,text
638,"Summer is the best. It is the season of family, late hot nights and cook outs. ",imitator25,text
639,I would go to hawaii. Nothing better than a tropical paradise with the love of your life. ,imitator25,text
640,I think i need a raise. I dont think my time and effort is being paid right. ,imitator25,text
641,I have to cancel tonight because my work called and they need me to come back in ,imitator25,text
642,he is always smiling and happy. I wish more people could be like this today,imitator25,text
643,Its fun and very upbeat. Its family friendly and easy for everyone in the family ,imitator25,text
644,May I have a raise. I have been here forever and my pay has never changed. ,imitator25,text
645,Everything possible has gone wrong today. Nothing has gone right. NOTHING!,imitator25,text
646,I have a flat tire. I have to wait for the tire specialist to get here first. ,imitator25,text
647,Thank you again. You know how to make me smile every single year. You the best!,imitator25,text
648,Go somewhere warm and romantic. Somewhere that is not over populated and loud. ,imitator25,text
649,Im sorry. My car battery was dead. It set me behind twenty minutes this morning. ,imitator25,text
650,Im sorry i have to cancel. My parents called and they need help tonight ,imitator25,text
651,Very charming and cute. Best part of all this person has a huge personality. ,imitator25,text
652,Good job. I always believed in you and knew that you could do it. never give up ,imitator25,text
653,Thank you for always making me laugh through out all of these years. I love that!,imitator25,text
654,Could i get a pay jump. I work extra hours and need more money to support family ,imitator25,text
655,Thank you for always being there for me and always seizing to amaze me with gifts. ,imitator25,text
656,Congratulations. This proves if you never give up that you can succeed anything!,imitator25,text
657,I have to cancel tonight. My cat is sick and im scared to leave her alone ,imitator25,text
658,Very sarcastic yet serious. You know how to hit all types of your viewers in all films ,imitator25,text
659,It will have you tapping your feet along to the whole thing. Best movie,imitator25,text
660,I feel like i was in a whole different world. It was so different than anything else,imitator25,text
661,Good job. Keep up the hard work and keep succeeding at life. You are doing great ,imitator25,text
662,Thank you for the birthday card you sent me. You put a smile on my face and my day,imitator25,text
663,I need more money to support my family in these hard times. Its just not enough,imitator25,text
664,I want a new set of tires for my car. They are starting to get really bare. ,imitator25,text
665,Could we discuss my salary soon?  It's been over a year now.  I am interested in advancing.,imitator26,text
666,Congrats Sara!  Your new home is lovely and I think you guys will be very happy in the neighborhood!,imitator26,text
667,"Mr. King, it would sure be great if you came out with an original work in time for Christmas!",imitator26,text
668,Thanks Eve for the wonderful gift!  I will treasure the thought as well as enjoy the present!,imitator26,text
669,I would be interested in setting aside a time when we could discuss the possibility of a raise in my salary.,imitator26,text
670,I have a dentist appointment tomorrow and will be a bit late for the meeting.,imitator26,text
671,Did you enjoy Kitchen Stories?  I really love the guy in the big chair!,imitator26,text
672,Thank you for the lovely card!  It means so much to hear from you on our special day!,imitator26,text
673,In five years I expect to have the house paid for and be ready to start some major improvements!,imitator26,text
674,Did you like the part where he was spying on the spy?  That was so funny....,imitator26,text
675,"Dear Mr. King, I really enjoy your collarorations with your son, but hope for a solo novel soon!",imitator26,text
676,"Seattle was very strange to me, I am not used to West Coast culture at all!",imitator26,text
677,I have to cancel my plans to meet tonight as I am going to have to work late.  Can we do it next week?,imitator26,text
678,Seattle's gum wall is so weird!  And oddly appealing.  We took a snap and will send.,imitator26,text
679,"Seattle has some great restaurants, but everything is a bit pricey.  I had more fun in the mountains.",imitator26,text
680,Seattle has a lot of tech workers and it seems to be a fairly wealthy area.  Interesting!,imitator26,text
681,"Today has been the worst!  Had a headache and it never got better, can't wait for bed!",imitator26,text
682,"Well, my boss yelled at me for something that wasn't my fault and I had to bite my tongue hard!  Tomorrow is another day though",imitator26,text
683,Thank you for stopping by last night.  It was great to see you and hope to do it again very soon!,imitator26,text
684,"I know it's hard not to smoke indoors, but it is only polite to those who hate the smell, I'll go outside with you next time.",imitator26,text
685,"Hey, lets go to Florida next winter!  Be so nice to get away from the cold for a bit and swim in the ocean!",imitator26,text
686,"I'm going to have to cancel our dinner, my brother is ill and needs help to the doctors.  Can we do it tomorrow?",imitator26,text
687,How about Maine?  It's be great to go to Bar Harbor and see the wild ocean!,imitator26,text
688,"Your habit of snapping your gum is so distracting!  I'm sorry to mention it, but it is hurting my productivity",imitator26,text
689,I love spring!  It would be nice if it would actually arrive this year!,imitator26,text
690,"Oh, I would love to go out to eat, thanks for asking!  That would be fun!",imitator26,text
691,"Seattle was a busy city, always something going on.  Almost too much to do.",imitator26,text
692,"I really liked the ending, I hope you enjoy it also.  Quite moving and memorable.",imitator26,text
693,Thanks for the great gift!  I'll think of you every time I listen! Thanks again.,imitator26,text
694,I really like the characters.  It's so neat that rural farmers are portrayed as being very intelligent and worldly,imitator26,text
695,I have to pick up my son from school before the meeting and will be running about 10 minutes late.,imitator26,text
696,Today has been awful!  Got out of the wrong side of bed and just couldn't get going.,imitator26,text
697,"I'm not going to be able to make it tonight, something urgent came up.  Will be there next week though.",imitator26,text
698,"I love spring, it's so nice to get back outside and begin a garden.  Love the nice weather.",imitator26,text
699,"It's a great film.  Too bad you have to read subtitles, but well worth the effort.",imitator26,text
700,"Mr. King, it would be great if you would work on a solo novel again, perhaps a sequel to Dune?",imitator26,text
701,"My favorite movie of all time is Kitchen Stories.  It's available at the library, you should check it out!",imitator26,text
702,I would love some new lotion.  Surprise me with a scent!  It will be fun!,imitator26,text
703,My day has been the pits.  Got a parking ticket and was late for a meeting.  Looking forward to some wine!,imitator26,text
704,"Dear Mr. King, please give us a new work for Christmas!  Look forward to it every year!",imitator26,text
705,Spring is the best!  The whole world relaxes and celebrates the season!,imitator26,text
706,It's so sad when he learns that he doesn't get a real horse.  I really felt for him.,imitator26,text
707,Seattle doesn't have the rule that you have to have public restrooms if you are a business.  Nasty!,imitator26,text
708,Seattle is very difficult to drive in with all the steep roads.  Not fun!,imitator26,text
709,"Mr. King, loved Misery, more like this please!  Your biggest fan......lol",imitator26,text
710,Could we go to Dallas?  Never been there and heard so much about it!  What say you?,imitator26,text
711,"Thanks for having us over, the meal was wonderful and the company the best!",imitator26,text
712,I see myself getting a promotion or two before then.  Will have more income!,imitator26,text
713,Spring is awesome!  Can't wait to go to the park with you guys again!  Soon soon!,imitator26,text
714,Could we get together to discuss my salary?  I would like to increase my pay.,imitator26,text
715,I have a flat tire my insurance roadside assistance is on the line taking forever to get a tow truck to get here.,imitator27,text
716,I see myself with a rentable home with a steady job and less grumpy towards people most days.,imitator27,text
717,"This morning I woke up 2 hours late, the power had went out my alarm didn't go off.  I'm on a final warning from work and my transmission is about to go out in the car.",imitator27,text
718,I've tried to ignore it but I can't anymore.  I can't stand it when you chew with your mouth half open and I can hear you chomping your food.,imitator27,text
719,"We went to this city, it was strange, women couldn't wear jeans n tshirts it had to be dresses and caps.",imitator27,text
720,I got to cancel because I twisted my ankle it's pretty swollen and the Dr. is running an ex-ray.,imitator27,text
721,I will be late because I went out for lunch and ended up in a mild car accident so I'm late for the meeting.  Sorry folks. Lets get started.,imitator27,text
722,"Summer is the best, then we can go fishing and not have to worry about shoveling snow for a few months.",imitator27,text
723,"Honey,? it would be really nice if we could go to Egypt this year I've asked for the last 30 years.",imitator27,text
724,"I got an eviction notice this morning as I was leaving for work.  It's been a horrible day.  Then the daycare called, the kids have lice.",imitator27,text
725,"Hey, my birthday is coming up, it would be nice if I got that pretty necklace we seen yesterday.",imitator27,text
726,"Sorry I'm late, there was a huge traffic jam I didn't hear about because a truck rolled over and traffic was backed up 2 miles.",imitator27,text
727,"Angel it's summer, our favorite season, now we can have our normal contest for the tan foot tribe!",imitator27,text
728,"Ann, you have to see this movie called 12 Strong, it's about the last war we had the Desert Storm.  I know you would like it.  It has horses in it and I know you love horses.",imitator27,text
729,"Dee, I need a new set of tires, my birthday is coming up and I'm barely getting by.  My tires are bald, I got a ticket.",imitator27,text
730,"Summer is the best, get to stay warm without cranking the heat and piling on all the blankets don't you think Ann?",imitator27,text
731,I hear Egypt is really nice this time of year plus we can get out of the cold weather for a time don't you think honey?,imitator27,text
732,"Deb, I love summer, I get to sit in the sun and stay warm, I get to go fishing soon as I get my license.",imitator27,text
733,"Deb today was bad, I woke up late, my car wouldn't start and I twisted my wrist on the lawn mower. ",imitator27,text
734,V.C. Andrews is my favorite author of Flowers in the Attic.  I read all of the series and not long ago there was another book I didn't know about.,imitator27,text
735,"Cornell, this year for my birthday I want a new microwave, mine is about to die.  I've had it for 10 years.",imitator27,text
736,"Ma, Pa, thank you for taking me in when my real mom and dad could not take care of me anymore due to health reasons.",imitator27,text
